,Protein ID,plasma,type_x,liver,type_y,Gene name,Genename_ProteinID
5094,P02042,4.45,plasma,8.09,liver,HBD,HBD__P02042
5095,Q9UNW1,4.45,plasma,4.53,liver,MINPP1,MINPP1__Q9UNW1
5096,A0A075B6R2,4.45,plasma,4.43,liver,IGHV4-4,IGHV4-4__A0A075B6R2
5097,P59665,4.45,plasma,5.87,liver,DEFA1B;DEFA3,DEFA1B;DEFA3__P59665
5098,A0A087WSY5,4.45,plasma,5.33,liver,CPB2,CPB2__A0A087WSY5
5099,Q15582,4.45,plasma,6.2,liver,TGFBI,TGFBI__Q15582
5100,P07237,4.45,plasma,7.07,liver,P07237,P07237__P07237
5101,Q9Y5Y7,4.45,plasma,4.73,liver,LYVE1,LYVE1__Q9Y5Y7
5102,P62937,4.45,plasma,6.58,liver,PPIA,PPIA__P62937
5103,A0A0A0MRJ7,4.45,plasma,4.19,liver,F5,F5__A0A0A0MRJ7
5104,P51812,4.45,plasma,4.74,liver,P51812,P51812__P51812
5105,P33151,4.45,plasma,4.38,liver,CDH5,CDH5__P33151
5106,Q9Y5Y7,4.45,plasma,4.66,liver,LYVE1,LYVE1__Q9Y5Y7
5107,P59665,4.45,plasma,5.78,liver,DEFA1B;DEFA3,DEFA1B;DEFA3__P59665
5108,Q9H8L6,4.45,plasma,5.2,liver,MMRN2,MMRN2__Q9H8L6
5109,P06276,4.45,plasma,5.32,liver,BCHE,BCHE__P06276
5110,Q96RL7,4.45,plasma,4.42,liver,VPS13A,VPS13A__Q96RL7
5111,P35858,4.45,plasma,4.29,liver,IGFALS,IGFALS__P35858
5112,Q96RL7,4.45,plasma,5.75,liver,VPS13A,VPS13A__Q96RL7
5113,P33151,4.45,plasma,4.69,liver,CDH5,CDH5__P33151
5114,B8ZZQ6,4.45,plasma,5.32,liver,PTMA,PTMA__B8ZZQ6
5115,Q15582,4.45,plasma,6.12,liver,TGFBI,TGFBI__Q15582
5116,P07996,4.45,plasma,5.33,liver,THBS1,THBS1__P07996
5117,P51812,4.45,plasma,4.37,liver,P51812,P51812__P51812
5118,P52209,4.45,plasma,6.18,liver,PGD,PGD__P52209
5119,P01034,4.45,plasma,4.74,liver,CST3,CST3__P01034
5120,A0A0A0MRJ7,4.45,plasma,4.34,liver,F5,F5__A0A0A0MRJ7
5121,A0A1W2PQB1,4.45,plasma,4.8,liver,A0A1W2PQB1,A0A1W2PQB1__A0A1W2PQB1
5122,P59665,4.45,plasma,5.77,liver,DEFA1B;DEFA3,DEFA1B;DEFA3__P59665
5123,P05362,4.45,plasma,5.08,liver,ICAM1,ICAM1__P05362
5124,P22626,4.45,plasma,6.33,liver,P22626,P22626__P22626
5125,P13473,4.45,plasma,5.59,liver,LAMP2,LAMP2__P13473
5126,Q15582,4.45,plasma,6.34,liver,TGFBI,TGFBI__Q15582
5127,P60709,4.45,plasma,7.74,liver,ACTB,ACTB__P60709
5128,A0A0A0MRJ7,4.45,plasma,4.28,liver,F5,F5__A0A0A0MRJ7
5129,Q9NZP8,4.45,plasma,5.32,liver,C1RL,C1RL__Q9NZP8
5130,P33151,4.45,plasma,4.44,liver,CDH5,CDH5__P33151
5131,Q9Y5Y7,4.45,plasma,4.35,liver,LYVE1,LYVE1__Q9Y5Y7
5132,P07996,4.45,plasma,6.09,liver,THBS1,THBS1__P07996
5133,A0A0B4J1X5,4.45,plasma,5.28,liver,IGHV3-74,IGHV3-74__A0A0B4J1X5
5134,A0A087WSY5,4.45,plasma,4.68,liver,CPB2,CPB2__A0A087WSY5
5135,Q15582,4.45,plasma,6.08,liver,TGFBI,TGFBI__Q15582
5136,P33151,4.45,plasma,4.36,liver,CDH5,CDH5__P33151
5137,P05362,4.45,plasma,5.2,liver,ICAM1,ICAM1__P05362
5138,A0A0G2JIW1,4.45,plasma,6.04,liver,HSPA1B;HSPA1A;HSPA1B,HSPA1B;HSPA1A;HSPA1B__A0A0G2JIW1
5139,Q15582,4.45,plasma,6.02,liver,TGFBI,TGFBI__Q15582
5140,P60709,4.45,plasma,7.81,liver,ACTB,ACTB__P60709
5141,P62805,4.45,plasma,6.89,liver,HIST4H4,HIST4H4__P62805
5142,H0YD13,4.45,plasma,4.53,liver,H0YD13,H0YD13__H0YD13
5143,P04264,4.46,plasma,6.13,liver,KRT1,KRT1__P04264
5144,O00391,4.46,plasma,4.15,liver,QSOX1,QSOX1__O00391
5145,P05362,4.46,plasma,4.85,liver,ICAM1,ICAM1__P05362
5146,E7END6,4.46,plasma,4.39,liver,PROC,PROC__E7END6
